school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,source_file
nan,m,16.0,r,GT3,T,3,2,services,other,course,father,2,1.0,0.0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,2.0,11.0,9.0,10.0,student-por-dirty.csv
ms,m,16.0,nan,LE3,T,1,1,at_home,other,course,mother,2,1.0,0.0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0.0,10.0,10.0,9.0,student-por-dirty.csv
ms,m,18.0,r,GT3,T,1,1,services,other,course,other,2,1.0,1.0,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,2.0,9.0,7.0,9.0,student-por-dirty.csv
ms,m,18.0,r,GT3,T,3,2,services,other,course,mother,1,1.0,1.0,no,no,no,no,yes,no,yes,no,2,3,1,2,2,5,0.0,4.0,0.0,0.0,student-por-dirty.csv
ms,m,19.0,u,GT3,T,3,2,at_home,services,course,mother,2,1.0,3.0,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,4.0,6.0,11.0,9.0,student-por-dirty.csv
ms,m,18.0,u,GT3,T,3,3,at_home,at_home,course,mother,1,2.0,2.0,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,9.0,4.0,8.0,8.0,student-por-dirty.csv
ms,m,16.0,r,GT3,T,2,2,services,services,course,mother,2,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6.0,7.0,8.0,8.0,student-por-dirty.csv
ms,m,19.0,u,GT3,T,2,1,at_home,other,course,other,2,1.0,3.0,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4.0,8.0,9.0,9.0,student-por-dirty.csv
ms,f,16.0,u,GT3,A,3,2,services,at_home,course,mother,2,2.0,2.0,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,8.0,5.0,5.0,7.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,1,1,other,at_home,course,mother,1,1.0,0.0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,9.0,7.0,9.0,10.0,student-por-dirty.csv
ms,m,20.0,r,GT3,T,1,1,other,other,course,other,2,1.0,1.0,no,yes,no,no,yes,no,yes,yes,4,4,3,2,4,4,12.0,8.0,11.0,10.0,student-por-dirty.csv
ms,f,18.0,r,GT3,A,4,3,services,services,course,mother,1,1.0,0.0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,8.0,10.0,11.0,10.0,student-por-dirty.csv
ms,m,18.0,r,GT3,T,3,2,other,other,course,mother,2,1.0,0.0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,8.0,9.0,10.0,11.0,student-por-dirty.csv
ms,m,19.0,r,GT3,T,1,1,other,services,home,other,3,2.0,1.0,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8.0,10.0,9.0,11.0,student-por-dirty.csv
ms,m,17.0,u,GT3,T,3,3,health,other,course,mother,2,2.0,1.0,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,4.0,8.0,9.0,10.0,student-por-dirty.csv
ms,m,18.0,u,LE3,T,1,3,at_home,services,course,mother,1,1.0,0.0,no,no,no,no,yes,no,nan,yes,4,3,3,2,3,3,0.0,9.0,10.0,9.0,student-por-dirty.csv
ms,m,19.0,r,GT3,T,1,1,other,other,home,other,3,1.0,1.0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4.0,8.0,9.0,10.0,student-por-dirty.csv
ms,f,18.0,u,GT3,A,1,2,at_home,other,course,mother,2,2.0,2.0,no,yes,no,no,yes,yes,no,no,4,3,3,1,1,5,2.0,6.0,8.0,8.0,student-por-dirty.csv
ms,f,19.0,u,LE3,A,1,1,at_home,other,course,mother,1,1.0,0.0,no,yes,no,no,yes,no,no,no,1,4,4,1,1,5,0.0,6.0,8.0,7.0,student-por-dirty.csv
ms,f,18.0,r,GT3,T,2,2,other,other,other,mother,2,1.0,1.0,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,3,0.0,8.0,6.0,0.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,0,0,at_home,other,course,mother,2,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,0.0,10.0,11.0,11.0,student-por-dirty.csv
ms,f,17.0,r,LE3,A,3,1,other,at_home,course,other,2,3.0,0.0,no,yes,yes,no,yes,no,no,no,4,2,3,2,2,3,5.0,8.0,7.0,8.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,4,2,teacher,services,home,mother,1,2.0,0.0,yes,yes,no,yes,yes,yes,y,no,5,5,5,1,3,5,0.0,8.0,8.0,0.0,student-por-dirty.csv
ms,f,18.0,r,LE3,T,2,2,services,services,course,mother,1,2.0,1.0,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,2,4,3.0,7.0,6.0,8.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,4,1,health,at_home,course,mother,1,1.0,0.0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,5,0.0,8.0,10.0,9.0,student-por-dirty.csv
ms,f,17.0,u,LE3,T,1,2,at_home,other,course,father,1,1.0,0.0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0.0,7.0,10.0,10.0,student-por-dirty.csv
ms,f,18.0,u,GT3,T,1,1,other,other,course,mother,3,2.0,2.0,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,3.0,7.0,8.0,7.0,student-por-dirty.csv
ms,f,18.0,u,GT3,T,2,2,services,at_home,reputation,father,2,2.0,0.0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,2.0,12.0,13.0,14.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,3,3,services,services,course,mother,2,1.0,0.0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,4,0.0,11.0,12.0,13.0,student-por-dirty.csv
ms,f,18.0,u,LE3,A,1,2,at_home,other,reputation,mother,2,2.0,0.0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,4,0.0,12.0,13.0,14.0,student-por-dirty.csv
ms,f,18.0,u,GT3,T,4,4,teacher,teacher,reputation,Mother,2,2.0,0.0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,1,0.0,18.0,18.0,18.0,student-por-dirty.csv
ms,m,18.0,u,LE3,T,4,4,services,other,reputation,mother,1,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,5,3.0,17.0,17.0,17.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,4,2,other,other,course,mother,2,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,4,0.0,17.0,18.0,18.0,student-por-dirty.csv
ms,f,18.0,r,GT3,T,2,2,at_home,other,course,mother,3,2.0,1.0,no,no,no,yes,yes,yes,no,yes,4,3,3,1,1,4,0.0,9.0,0.0,0.0,student-por-dirty.csv
ms,m,18.0,u,LE3,T,1,2,at_home,services,home,mother,2,1.0,0.0,no,yes,no,no,no,yes,no,no,4,1,4,5,5,1,8.0,10.0,11.0,11.0,student-por-dirty.csv
ms,m,18.0,r,GT3,T,4,4,at_home,services,other,mom,3,1.0,0.0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,5.0,12.0,13.0,14.0,student-por-dirty.csv
ms,m,17.0,r,GT3,T,1,1,other,services,other,father,3,1.0,0.0,no,no,no,no,no,no,no,no,4,2,3,3,4,4,4.0,12.0,13.0,14.0,student-por-dirty.csv
ms,f,18.0,u,GT3,T,2,2,other,other,course,mother,2,2.0,0.0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,2,4.0,8.0,8.0,10.0,student-por-dirty.csv
ms,f,18.0,u,LE3,T,2,2,services,services,course,father,2,3.0,0.0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,4,3,0.0,11.0,12.0,13.0,student-por-dirty.csv
ms,f,18.0,r,LE3,A,4,2,teacher,other,reputation,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,0.0,5.0,0.0,0.0,student-por-dirty.csv
ms,f,18.0,u,GT3,T,1,1,at_home,services,course,mother,3,2.0,1.0,no,no,no,no,yes,no,no,no,4,4,2,1,2,2,2.0,9.0,10.0,10.0,student-por-dirty.csv
ms,f,19.0,u,GT3,T,1,1,at_home,services,other,father,2,1.0,1.0,no,no,no,no,yes,no,no,no,5,5,5,2,3,2,0.0,5.0,0.0,0.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,4,2,teacher,other,course,father,2,4.0,0.0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0.0,18.0,18.0,18.0,student-por-dirty.csv
ms,f,17.0,r,LE3,A,2,1,services,other,reputation,mother,2,2.0,0.0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,5.0,11.0,11.0,12.0,student-por-dirty.csv
ms,f,18.0,u,LE3,A,1,1,at_home,services,course,mother,1,2.0,0.0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,2.0,8.0,10.0,11.0,student-por-dirty.csv
ms,f,18.0,nan,GT3,T,1,2,at_home,at_home,course,father,2,2.0,0.0,no,yes,no,no,yes,no,no,no,4,1,1,1,1,4,0.0,11.0,11.0,12.0,student-por-dirty.csv
ms,f,19.0,r,GT3,A,1,1,at_home,at_home,course,other,2,2.0,3.0,no,yes,no,yes,yes,no,no,yes,3,5,4,1,4,1,0.0,8.0,0.0,0.0,student-por-dirty.csv
ms,female,18.0,r,GT3,T,2,2,services,other,home,mother,2,3.0,0.0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,4,5.0,14.0,14.0,15.0,student-por-dirty.csv
ms,m,17.0,r,GT3,T,4,3,services,other,home,mother,2,2.0,1.0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4.0,10.0,11.0,11.0,student-por-dirty.csv
ms,f,18.0,u,GT3,T,3,3,services,services,course,father,1,2.0,0.0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0.0,10.0,10.0,10.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,4,4,teacher,services,other,father,2,2.0,0.0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2.0,12.0,12.0,12.0,student-por-dirty.csv
ms,f,17.0,u,LE3,A,3,2,services,other,reputation,mother,2,2.0,0.0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0.0,15.0,14.0,15.0,student-por-dirty.csv
ms,m,18.0,u,LE3,T,1,1,other,services,home,father,2,1.0,0.0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,2.0,14.0,13.0,14.0,student-por-dirty.csv
ms,f,18.0,nan,LE3,T,1,1,at_home,services,course,father,2,3.0,0.0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0.0,19.0,17.0,18.0,student-por-dirty.csv
ms,f,18.0,r,LE3,A,1,2,at_home,other,course,mother,3,2.0,0.0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0.0,16.0,15.0,15.0,student-por-dirty.csv
ms,f,18.0,u,GT3,T,3,3,other,services,other,mother,2,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,6.0,13.0,12.0,13.0,student-por-dirty.csv
ms,f,17.0,u,LE3,T,4,4,at_home,at_home,course,Mother,1,2.0,0.0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,4.0,15.0,14.0,15.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,1,2,other,services,course,father,2,2.0,0.0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0.0,13.0,13.0,13.0,student-por-dirty.csv
ms,m,18.0,r,GT3,T,1,3,at_home,other,course,mother,2,2.0,0.0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,0.0,8.0,10.0,9.0,student-por-dirty.csv
nan,m,18.0,u,LE3,T,4,4,teacher,services,other,mother,2,3.0,0.0,no,no,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0.0,15.0,16.0,16.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,1,1,other,services,reputation,mother,3,1.0,1.0,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0.0,8.0,8.0,9.0,student-por-dirty.csv
ms,f,18.0,u,GT3,T,2,3,at_home,services,course,father,2,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0.0,10.0,10.0,10.0,student-por-dirty.csv
ms,f,18.0,r,GT3,T,4,4,other,teacher,other,father,3,2.0,0.0,no,yes,no,no,no,yes,yes,yes,3,2,2,4,2,5,0.0,7.0,5.0,0.0,student-por-dirty.csv
ms,m,18.0,r,LE3,T,1,2,at_home,services,other,father,3,1.0,0.0,no,yes,no,yes,yes,no,nan,yes,4,3,3,2,3,3,3.0,9.0,10.0,10.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,2,2,other,at_home,home,mother,1,3.0,0.0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8.0,10.0,11.0,12.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,1,2,other,other,course,mother,1,1.0,0.0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,4.0,7.0,8.0,9.0,student-por-dirty.csv
ms,f,18.0,nan,LE3,T,4,4,other,other,reputation,mother,2,3.0,0.0,no,no,no,no,yes,y,yes,no,5,4,4,1,1,1,0.0,15.0,17.0,17.0,student-por-dirty.csv
ms,f,18.0,r,GT3,T,1,1,other,other,home,mother,4,3.0,0.0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,4.0,10.0,11.0,12.0,student-por-dirty.csv
ms,f,19.0,r,GT3,T,1,1,at_home,other,course,other,2,2.0,1.0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,3,4.0,7.0,8.0,9.0,student-por-dirty.csv
ms,f,18.0,r,LE3,T,4,4,teacher,services,course,mother,1,2.0,0.0,no,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,1.0,13.0,14.0,14.0,student-por-dirty.csv
ms,f,18.0,u,GT3,T,3,3,other,other,home,mother,1,2.0,0.0,no,no,no,no,yes,nan,yes,yes,4,1,3,1,2,1,1.0,16.0,16.0,16.0,student-por-dirty.csv
ms,f,17.0,r,GT3,T,3,1,at_home,other,reputation,mother,1,2.0,0.0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,10.0,8.0,9.0,9.0,student-por-dirty.csv
ms,m,18.0,u,GT3,T,4,4,teacher,teacher,home,father,1,2.0,0.0,no,no,no,yes,no,yes,yes,no,3,2,4,1,4,2,4.0,17.0,18.0,19.0,student-por-dirty.csv
ms,m,18.0,r,GT3,T,2,1,other,other,other,mother,2,1.0,0.0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,0.0,7.0,7.0,0.0,student-por-dirty.csv
ms,m,17.0,u,GT3,T,2,3,other,services,home,father,2,2.0,0.0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,4.0,14.0,15.0,16.0,student-por-dirty.csv
ms,m,19.0,r,GT3,T,1,1,other,services,other,mother,2,1.0,1.0,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0.0,5.0,8.0,0.0,student-por-dirty.csv
ms,m,18.0,r,GT3,T,4,2,other,other,home,father,2,1.0,1.0,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,0.0,7.0,7.0,0.0,student-por-dirty.csv
ms,f,18.0,r,GT3,T,2,2,at_home,other,other,mother,2,3.0,0.0,no,no,no,no,yes,yes,no,no,5,3,3,1,3,4,0.0,14.0,17.0,15.0,student-por-dirty.csv
ms,f,17.0,u,GT3,T,4,3,teacher,other,other,mother,2,2.0,0.0,no,no,no,no,yes,yes,yes,no,5,5,4,1,1,1,0.0,6.0,9.0,11.0,student-por-dirty.csv
ms,f,18.0,r,GT3,T,4,4,teacher,at_home,reputation,mother,3,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,4.0,7.0,9.0,10.0,student-por-dirty.csv
ms,f,19.0,nan,GT3,T,2,3,services,other,course,mother,1,3.0,1.0,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,4.0,10.0,11.0,10.0,student-por-dirty.csv
ms,f,18.0,u,LE3,T,3,1,teacher,services,course,mother,1,2.0,0.0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,1,4.0,15.0,15.0,16.0,student-por-dirty.csv
ms,f,18.0,u,GT3,T,1,1,other,other,course,mother,2,2.0,0.0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,6.0,11.0,12.0,9.0,student-por-dirty.csv
ms,m,17.0,u,LE3,T,3,1,services,services,course,mother,2,1.0,0.0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,6.0,10.0,10.0,10.0,student-por-dirty.csv
ms,m,18.0,r,LE3,T,3,2,services,other,course,mother,3,1.0,0.0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,4.0,10.0,11.0,11.0,student-por-dirty.csv
